"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"11071",0.83834,130069767.4,0.027966,5.65e+08,7.7776,-6.6e+07,196069767.4,5069767.4,-4.06e+08,2.21e+08,1.28e+08,3.49e+08,1.13e+08,-5.2e+07,9.22e+08,8.92e+08,5.68e+08,5.38e+08,-4.06e+08,1.539e+09,3572855000,3166855000,0.7682,28.5828,0,0.034986,5.6051,0.6809,9.0741,14.3297,24.3474,7.1006,16.1517,8.971429,2.637037,1.448839,1.584112,1.620915,0.112219,-0.533399,-0.104596,0.92588,0.448133,1.145631,6.302972,5.944444,5.785714,0.049412,-0.407305,0.088632,0.255644,0.075038,0.050527,0.047517,0.026876,0.744356,0.142335,0.045582,0.205117,0.581395,0.972851,0.446512,1.883,8.2465,83.4217,33.1032,34.794,44.2614,4.3754,10.4903,38.1465,-0.3429,2.7143,2.6406,0.5541,0.585,0.217508,-0.016249,0.233757,-0.080145,0.137363,0.327876,0.089474,0.050607,0,0.137363,0,0.656,3.946903,0.019493,0.349578,0.369071,0,0,0.630929,1.6275,-1.1633,1.5415,4.3669,-3.1214,4.1362,4.0665,18.4167,10.8391,9,1.4225,37.1667,27.75,16.3391,2.2236,2.0878,-0.01118,0.198237,0.191787,174348837.2,0.037486,0.046227,129700000,0.96,131500000,0.95,130200000,0.96,0.107195436142805,0.27177033492823,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11111",-0.170322,37793478.3,0.024013,617800000,2.5217,-12700000,50493478.3,-2106521.7,-122500000,34900000,99800000,134700000,33800000,144100000,491300000,476300000,224700000,209700000,-122500000,9.65e+08,1923522000,1801022000,1.2221,48.2086,0,0.020743,2.9152,1.1443,13.3706,51.6052,47.6543,8.9071,35.6684,-0.523017,-0.79954,-0.695414,-0.671875,-0.651899,-0.241276,-0.59993,-0.020143,-0.005811,-0.123617,-0.302,-0.269967,-0.234165,-0.208633,-0.172329,-0.4846,-0.012468,0.326959,0.085584,0.019379,0.022174,0.025351,0.673041,0.093653,0.189974,0.30758,1.23913,0.922636,-0.23913,1.1422,5.2753,7.1502,13.6209,6.3185,69.1898,51.0476,57.7667,62.4707,-0.1701,1.8322,1.6904,0.2833,0.3035,0.060552,0.01647,0.044082,-0.007497,0.053055,0.0809,0.025328,0.028957,0,0.053055,1.526316,5.050125,5.982249,0.015544,0.217306,0.23285,0,0,0.76715,1.6682,-0.9094,1.5568,5.9455,-3.2413,5.5486,4.532,7.2708,7.8736,0.2292,0.832,42.125,35.0833,10.5195,2.4482,1.8452,0.091556,0.312155,0.302624,36400000,0.023127,0.020459,35100000,1.12,35900000,1.1,35100000,1.12,0.210238895110116,0.384867487868608,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11232",0.132275,89048371.1,0.181493,331286000,1.5622,34425000,54623371.1,7370371.1,-74141000,128256000,24665000,152921000,49701000,153052000,227193000,227193000,0,0,-74141000,405427000,1778677550,1704536550,3.6252,21.7767,0,0.045921,5.1452,3.4741,11.1465,13.2901,19.1417,12.7627,31.2053,0.349402,0.40533,0.533136,0.427513,0.409091,0.570305,1.028385,0.115963,0.046227,0.208776,0.244588,0.327666,0.315096,0.319149,0.114834,0.159181,0.199408,0.416571,0.311674,0.265072,0.261403,0.166471,0.583429,0.118298,0.029129,0.151499,0.640416,0.99441,0.315307,0.8782,4.5521,2.456,2.4315,6.9708,80.1827,148.6134,52.3613,176.4348,-0.123,1.56,1.5513,0,0,0.283527,-0.16729,0.450817,-0.05546,0.228067,0.173919,0.229561,0.146192,0,0.228067,0,0,2.687189,0,0,0,0,0,1,0,0,0,0,0,0,7.8579,178.8787,124.1958,109.5607,54.8778,186.2706,116.9526,76.1832,3.3799,2.0061,0.311941,0.463051,0.463051,90416386.8,0.184281,0.259942,32086000,2.55,32969000,2.48,3.2e+07,2.55,0.196947173308619,0.227936978683967,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11271",-0.008778,84615222,0.036621,954784000,2.3921,-22260000,106875222,4609222,-15118000,127376000,30924000,158300000,26257000,750844000,795840000,704506000,91334000,0,-15118000,1061236000,1225080240,1209962240,0.5302,15.3124,0,0.065307,1.2673,0.5237,7.6435,9.4991,14.2996,8.5326,11.3213,-0.321986,-0.390003,-0.359749,-0.377821,-0.387324,1.137066,12.26916,-0.022783,-0.011292,-0.137184,-0.1727,-0.152169,-0.171763,-0.179245,0.333443,0.982586,0.20512,0.355573,0.068511,0.05529,0.055127,0.034626,0.644427,0.287265,0,0.300283,0.66234,0.948318,0.33766,1.6272,4.3006,2.9752,22.7962,8.3485,84.8715,122.6797,43.7203,163.8309,0.0415,1.531,1.4519,0,0.0942,0.087601,0.119829,-0.032228,-0.001337,0.086265,0.110647,0.089704,0.056344,0,0.086265,0,0,5.400655,0.086064,0,0.086064,0,0,0.913936,0.577,-0.0955,0,1.0794,-0.1787,0,4.7553,19.3492,12.8536,15.3606,8.865,21.5411,17.5525,16.235,2.7524,1.4479,0.32496,0.344434,0.304905,84615222,0.036621,0.052278,45918000,1.74,46902000,1.74,45800000,1.74,0.606786197564276,0.699570365358593,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11381",0.112118,42992667,0.082508,307483000,1.6629,-11731000,54723667,-255333,-176175000,66083000,15341000,81424000,4777000,95355000,351385000,329887000,74562000,53064000,-181468000,558220000,979278488.8,911077488.8,1.8794,29.3804,0.023876,0.034036,2.963,1.7485,11.1893,13.7869,21.1915,16.6974,16.6487,0.173172,0.095413,0.090509,0.109805,0.091837,0.08945,1.954362,-0.03675,0.032588,0.078321,0.000697,0.073298,0.076732,0.059406,0.091105,0.309786,-0.197286,0.626537,0.156262,0.127963,0.126821,0.082998,0.373463,0.496643,0,0.498574,0.64478,1.014996,0.35522,0.7607,4.9684,1.9926,53.6939,3.8865,73.4648,183.1771,93.9157,162.7262,-0.3472,1.4271,1.4485,0.1097,0.1542,0.137204,0.001532,0.135672,-0.047108,0.090096,0.174642,0.096467,0.063133,0.233392,0.069068,0.528996,0.530776,11.422232,0.038512,0.095059,0.133571,0,0.202907,0.663522,0.9157,-2.2287,0.6517,1.7343,-4.2209,1.2343,5.4457,28.2406,18.3729,26.1991,16.3315,23.3179,21.2765,23.3862,3.3193,2.5892,0.182998,0.67435,0.633093,46640834.4,0.089509,0.128723,31072328,1.07,31175598,1.07,31200000,1.07,0.190470438160325,0.378228511063878,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"1150",-0.104553,132107.1,0.001373,93203000,0.964,-13191000,13323107.1,-1709892.9,45153000,321000,9541000,9862000,3333000,20849000,24710000,19093000,49014000,43397000,45153000,97064000,65335000,111281000,0.6791,37.6137,0,0.026586,1.194,1.1567,11.2838,346.6698,842.3544,20.6573,8.3525,-0.327239,-0.937658,1.002619,3.728889,3,-0.413628,1.285759,-0.123983,0.022109,-0.029522,-0.492891,-0.671828,1.834995,1.769231,-0.166873,-0.193739,0.016435,0.181259,0.10251,0.001933,0.003337,0.019147,0.818741,0.179325,0,0.179325,-0.382316,-15.009346,0.289747,0.8004,6.4763,4.4074,2.2774,8.4238,56.3596,82.8151,43.3295,95.8452,1.119,2.552,-38.304,0.9032,1.0201,0.001324,-0.032444,0.033768,0.037788,0.039112,0.1335,0.002671,0.015326,0.020448,0.038312,0,0,1.616262,0.057869,0.447097,0.504966,0,0.00817,0.486864,4.97,4.5785,4.4004,371.0172,341.7909,328.4986,1.817,0.0625,0.0257,-0.5861,-0.6229,1.0483,0.3997,2.5925,1.8698,0.8731,0.216714,0.256847,0.198462,132107.1,0.001373,-0.050081,17900000,0.1,17900000,0.1,18123883,0.1,0.172772727272727,0.600022727272727,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11521",0.029938,1832456603.8,0.15439,2.6476e+10,0.462,1.573e+09,259456603.8,407456603.8,1.2284e+10,2.171e+09,1.919e+09,4.09e+09,3.749e+09,-1.597e+09,-1.501e+09,-3.789e+09,1.2463e+10,1.0175e+10,1.2284e+10,2.6655e+10,21761789253.8,34050789253.8,1.8335,16.5994,0.037342,0.060243,1.2861,2.8689,8.3254,15.6844,18.582,10.4643,131.2389,0.105405,0.02261,0.322479,0.275739,0.280645,-0.278332,-0.77645,0.063165,0.048035,0.104808,0.099241,0.359823,0.410891,0.454212,-0.221158,1.02566,-0.287398,0.374421,0.344595,0.17373,0.182913,0.120061,0.625579,0,0,0.200691,0.896226,0.732381,0.111321,0.2338,9.8091,29.3478,0.3293,5.5995,37.2104,12.437,65.1838,-15.5364,0.8625,3.6811,2.696,0.717,0.8782,0.071331,0.03425,0.037081,0.031982,0.103313,0.0101,0.042758,0.028066,0.000399,0.103272,0.525614,0.525614,0.867965,0.085838,0.38173,0.467567,0,0.000188,0.532245,3.0472,3.0034,2.4878,6.8013,6.7036,5.5527,0.8943,3.7367,3.154,-2.716,-3.2987,5.6007,-0.852,0.4466,0.3591,0.1996,-0.134552,-0.126464,-0.319235,1851118867.9,0.155962,0.133962,3.26e+08,4.02,3.3e+08,3.97,3.26e+08,4.02,0.651922359626072,0.651922359626072,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11612",0.112364,2587337429.1,0.121381,5716500000,3.6727,-174900000,2762237429.1,-231562570.9,-174200000,3859100000,1030100000,4889200000,1440300000,-1652200000,6.11e+08,211100000,3585200000,3185300000,-174200000,9475900000,75766214482,75598714482,3.5544,26.8894,0.018837,0.037189,13.2247,3.5466,15.4624,19.5897,29.2187,16.092,27.3687,0.045706,0.031376,-0.021899,0.0216,0.043956,0.253074,0.974767,-0.029687,0.038812,0.056325,0.066109,0.038736,0.055807,0.043956,0.108832,0.112078,-0.020778,0.316318,0.229369,0.18079,0.181043,0.132244,0.683682,0.089515,0,0.135528,0.67139,1.087974,0.32861,1.595,28.6543,10.8557,4.9445,20.6012,12.7381,33.6227,17.7174,28.6434,-0.0088,2.2825,2.4833,0.5407,0.6086,0.445789,4.51389,-4.068101,0.035642,0.481431,0.475924,0.28876,0.210926,0.000726,0.481082,0.417894,1.125829,3.261751,0.042202,0.336147,0.378349,0,0.000707,0.620944,0.7333,-0.0356,0.6515,1.3857,-0.0673,1.2311,8.3767,47.4674,31.8246,29.7515,14.1087,57.7847,40.0689,33.9759,1.0464,0.6668,-0.07751,0.028664,0.009903,2587337429.1,0.121381,0.19697,1471600000,1.91,1486700000,1.9,1475200000,1.91,0.0465245268445402,0.0750406603412345,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11642",0.009942,34024514.7,0.140613,171665000,1.4678,13620000,20404514.7,-1696485.3,-3885000,54174000,13564000,67738000,898000,40645000,89969000,89969000,41300000,41300000,-9731000,216850000,740806606,731075606,3.0615,20.7387,0.008808,0.048219,4.2587,3.0213,10.7927,13.495,21.4867,15.2026,35.8291,0.199051,0.256005,0.255309,0.329797,0.319444,0.042987,0.48683,0.086178,0.016292,0.048478,0.05883,0.087641,0.088823,0.085714,-0.015236,-0.585862,0.210298,0.400718,0.27994,0.209118,0.223884,0.147624,0.599282,0.185211,0,0.1916,0.672408,0.980618,0.327592,0.9275,6.8589,5.0422,6.4306,11.056,53.2152,72.3896,33.0139,92.591,-0.0035,1.5771,1.5465,0.2353,0.2353,0.206391,2.935096,-2.728705,0.009534,0.215924,0.123772,0.207645,0.136916,0,0.215924,0.16794,0.16794,53.551225,0,0.190454,0.190454,0,0,0.809546,0.6097,-0.1437,0.6097,1.2138,-0.286,1.2138,7.8708,51.5943,32.4043,50.739,31.5491,45.799,44.9438,19.4329,4.2287,3.0766,0.167973,0.371814,0.371814,35064057.4,0.144909,0.219545,9228338,3.85,9321002,3.8,9300000,3.85,0.0922911149402518,0.22860424811754,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"1174",8.3609,553027039.2,0.084676,3761500000,1.6091,-594800000,1147827039.2,35427039.2,1530300000,757100000,168800000,925900000,251300000,3426100000,3508800000,3.22e+09,1.613e+09,1324200000,1530300000,3844200000,5478799020.4,7009099020.4,0.8389,10.6302,0.016389,0.094072,1.8634,1.0732,7.57,9.2578,12.6741,9.7961,6.1064,3.406949,10.523592,10.827811,11.12178,0.235849,0.807275,8.096588,-0.136538,-0.004603,0.002273,-0.001977,0.005429,0.003879,0.001529,0.320354,2.256792,-0.131353,0.372265,0.141768,0.115922,0.115922,0.079252,0.627735,0.298801,0,0.256343,0.730454,0.93594,0.269546,1.0081,4.1307,1.5251,8.6556,10.8806,88.3621,239.327,33.546,294.1431,0.5992,2.5525,2.389,0.5935,0.7229,0.13625,0.023295,0.112955,0.067682,0.203932,0.282793,0.116862,0.079894,0,0.203932,0.1449,2.111862,2.847195,0.075126,0.344467,0.419593,0,0,0.580407,1.7421,1.6528,1.4302,2.9167,2.7671,2.3945,3.5642,15.6103,11.4026,10.4289,6.2212,14.7526,9.5711,23.6665,3.412,1.3019,0.524582,0.537245,0.493026,553027039.2,0.084676,0.108496,73500000,6.56,73600000,6.55,7.4e+07,6.56,0.201542589932075,0.347404555768968,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11861",-0.076384,17799918.5,0.035235,262254000,1.9064,-5469000,23268918.5,3603918.5,14066000,24345000,16621000,40966000,8181000,87431000,190489000,190291000,117124000,116926000,14066000,365312000,868530785.1,882596785.1,1.7193,61.1814,0.014,0.016345,3.3654,1.7471,21.5446,36.2537,49.5843,26.9693,37.9303,-0.375261,-0.499218,-0.376305,-0.447304,-0.40991,-0.371874,1.907646,-0.020428,-0.02175,-0.185162,-0.270977,-0.2517,-0.299551,-0.291892,-0.012045,0.005999,-0.012092,0.282223,0.081092,0.050204,0.048191,0.028101,0.717777,0.199379,0.03264,0.232019,0.701834,0.830848,0.298166,1.0183,7.2077,4.5788,6.5374,10.1231,50.6401,79.7153,36.056,94.2994,2e-04,1.8725,1.5558,0.4711,0.4719,0.067172,74.307598,-74.240426,-0.01359,0.053582,0.087811,0.049072,0.028615,0,0.053582,0.859327,3.612637,4.000244,0.000542,0.320072,0.320614,0,0,0.679386,2.8591,0.3434,2.8542,6.58,0.7902,6.5689,5.2839,5.1102,3.7363,3.3929,2.0191,6.8694,5.1522,4.8843,3.2494,2.043,0.173069,0.377072,0.37668,17799918.5,0.035235,0.040039,10638000,1.32,10666000,1.31,10900000,1.32,0.163391759193789,0.322792500157593,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"1190",0.03247,144436084.3,0.165791,445594000,2.2617,120796000,23640084.3,-46517915.7,-163006000,42478000,16586000,59064000,16132000,159562000,285537000,273571000,11966000,0,-163006000,620566000,1043460430.9,890148430.9,1.1977,5.4948,0.003674,0.181991,1.9977,1.0218,15.0709,20.9555,6.1629,11.4547,37.6542,0.275185,0.495283,6.382878,12.10777,10.647059,1.54112,1.087641,0.371911,0.01204,0.385828,0.631636,4.21882,4.259861,4.351351,-0.115041,-0.588059,0.396164,0.441936,0.067797,0.050698,0.048758,0.219187,0.558064,0.352993,0.038244,0.391238,3.270152,1.374665,-2.270152,1.2163,7.1565,2.4414,15.7992,3.8111,51.0029,149.5053,95.7735,104.7347,-0.2459,1.4023,1.9277,0,0.0197,0.374968,0.370435,0.004533,-0.001114,0.373853,0.061372,0.059306,0.266601,0.00949,0.370306,0.019712,0.04665,4.817134,0.019282,0,0.019282,0,0.015621,0.965096,0.2026,-2.7598,0,0.0828,-1.1286,0,5.4228,17.9383,60.995,11.1258,54.1825,32.8167,26.0042,9.9831,2.4641,1.3585,0.183154,0.327754,0.314019,30917600,0.035489,0.067027,94045000,2.02,95845000,1.98,9.4e+07,2.02,0.464399723424532,0.5739620150246,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11982",0.01901,1057148128.2,0.056966,3863500000,4.8584,87600000,969548128.2,16648128.2,670600000,1420800000,378200000,1.799e+09,528300000,239600000,1511200000,1.467e+09,1942200000,1.898e+09,670600000,5135100000,9297624594.1,10103924594.1,0.501,9.535,0.011404,0.104876,2.6152,0.5445,5.6164,7.1114,9.5577,6.2397,10.4213,0.227149,0.270613,0.231654,0.307489,0.38999,0.273936,0.361503,0.0232,-0.004351,0.001782,-0.000844,0.013435,-0.004211,0.013688,-0.035557,-0.174595,0.003506,0.114379,0.096941,0.078749,0.076562,0.056069,0.885621,0.032774,0,0.03563,0.777479,0.941934,0.27662,1.9224,6.955,16.7005,9.6508,6.3889,52.4805,21.8556,57.1308,17.2053,0.2301,3.1086,2.9281,0.5944,0.6083,0.276762,0.023304,0.253458,0.05831,0.335072,0.253828,0.147184,0.107788,0.036389,0.322879,0.117347,0.750505,3.065115,0.008607,0.369613,0.37822,0,0.026426,0.595354,1.0796,0.3728,1.055,1.8372,0.6343,1.7954,3.8816,17.2218,12.8139,10.8182,6.4103,19.6279,13.2242,11.7521,1.3508,0.9607,0.012911,0.081433,0.079051,1057148128.2,0.056966,0.072116,72345436,13.48,73124949,13.33,72300000,13.48,0.208214750739934,0.328815228487684,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"1200",0.037697,596297.6,0.015506,28422000,1.2925,-2664000,3260297.6,152297.6,151000,728000,2561000,3289000,1201000,12611000,16327000,15185000,3867000,2725000,151000,32138000,21069400,21220400,0.5479,47.4536,0,0.021073,0.7466,0.5518,6.4519,29.1489,35.5869,4.3916,6.5087,2.102581,1.12453,1.098945,1.069767,1.061611,0.380966,22.511185,-0.085698,0.026835,2.740212,1.160141,1.116935,1.083396,1.073034,0.698418,2.878499,-0.075136,0.132489,0.085526,0.019243,0.018931,0.011546,0.867511,0.10802,0.005175,0.113246,0.805808,0.756868,0.194192,1.0618,10.8464,2.5897,2.3042,14.6513,33.6516,140.9409,24.9125,149.6801,0.0814,1.3164,0.9963,0.0964,0.1368,0.020041,0.067975,-0.047934,-0.003903,0.016138,0.109575,0.0201,0.012259,0,0.016138,0,0,4.023314,0.035534,0.084791,0.120325,0,0,0.879675,1.1757,0.0459,0.8285,6.485,0.2532,4.5699,3.1597,4.113,3.3689,-2.6723,-3.4164,27.2994,20.5141,18.4198,4.2968,1.579,0.327933,0.424563,0.394867,597909.3,0.015548,0.014328,3376000,0.13,3454000,0.13,3400000,0.13,1.34180327868852,1.34180327868852,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"12142",0.134348,7604242.9,0.035695,11204000,27.2039,6746000,858242.9,2701242.9,-3307000,8877000,0,8877000,466000,3451000,15182000,13182000,8424000,6424000,-3307000,22935000,115175800,111868800,0.5406,23.4909,0,0.04257,9.9847,0.5251,12.6021,12.6021,14.7114,42.5357,130.3463,-0.204784,0.05415,0.326583,0.36081,0.346154,-0.80888,-0.936262,1.513235,-0.014106,-0.336497,-0.218918,-0.16326,-0.211736,-0.222222,-0.567078,-0.78261,-0.122837,0.833609,0.041669,0.048804,0.041669,0.023015,0.166391,0.298422,0,0.784804,0.737404,0.749014,0.268612,4.6594,173.5511,2.2157,52.8293,6.5076,2.1031,164.7324,56.0881,110.7474,-0.2722,4.2492,3.1827,0.4427,0.5805,0.971044,-0.922241,1.893284,-0.515375,0.455669,0.109596,0.194156,0.107237,0,0.455669,0,0,5.643777,0.087203,0.280096,0.367299,0,0,0.632701,0.949,-0.3725,0.7237,1.1078,-0.4349,0.8448,4.5002,3.9843,3.413,3.7751,3.2039,1.1804,0.9713,0.3852,1.56,0.5288,0.016199,0.071266,0.061877,7604242.9,0.035695,0.031211,13840000,0.35,14132000,0.35,14200000,0.35,0.111251533742331,0.12598773006135,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"12271",0.109957,962764642.4,0.107462,8197003000,1.1067,203913000,758851642.4,29198642.4,2389820000,1281672000,409467000,1691139000,672125000,2014265000,2135930000,753192000,2511485000,1128747000,2389820000,8318668000,14889738240,17310290240,1.662,16.0042,0,0.062483,2.1118,1.9321,10.2359,13.506,17.9798,12.8673,22.8112,0.430025,0.563116,0.39517,0.513107,0.501805,0.447868,2.047206,0.025511,0.021035,0.050371,0.058422,0.024385,0.047699,0.046102,0.057167,0.520729,-0.012308,0.313963,0.188762,0.142865,0.143058,0.104203,0.686037,0.171098,0,0.171098,0.752193,0.968364,0.247807,0.8886,6.8035,3.7443,2.7493,4.7432,53.6486,97.4818,76.9522,74.1782,0.5145,1.8863,1.8267,0.1944,0.4325,0.118933,0.010618,0.108315,0.055729,0.174662,0.093743,0.127118,0.092593,0.005554,0.173691,0,0,2.001546,0.166221,0.135688,0.30191,0,0.003694,0.694396,1.4851,1.4131,0.6674,2.6086,2.4822,1.1724,4.0859,31.6095,23.7444,15.0331,7.168,33.1785,16.6021,18.7154,1.2771,0.551,0.224829,0.238409,0.08407,962764642.4,0.107462,0.138533,74104000,12.55,74568000,12.48,74100000,12.55,0.179144631410256,0.387948217147436,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"12332",-0.043342,12655678,0.063943,167593000,1.1642,-4840000,17495678,40678,-134515000,16020000,4423000,20443000,2738000,42993000,176074000,174233000,1841000,0,-134515000,303949000,370865000,236350000,1.8738,29.3987,0,0.034015,1.4103,1.1942,11.5614,14.7534,18.6754,10.9935,13.5091,-0.026153,0.036021,0.25796,-0.056963,-0.076923,0.749878,1.594075,-0.028069,-0.025044,-0.028836,-0.02531,-0.083794,-0.244972,-0.25,-0.206357,-0.006781,0.03211,0.488963,0.103289,0.082043,0.080941,0.063738,0.511037,0.084726,0.151687,0.40692,0.773926,1.017478,0.220613,0.6111,7.4777,3.7149,14.0674,13.6424,48.8115,98.2517,26.7548,120.3085,-0.4214,1.1023,1.1216,0,0.0061,0.074439,-0.000329,0.074768,-0.031504,0.042936,0.102908,0.049464,0.038951,0,0.042936,0,0.042568,7.852082,0.006057,0,0.006057,0,0,0.993943,0.0901,-6.58,0,0.1455,-10.6288,0,9.5694,50.6962,40.0496,42.0316,31.3851,68.0348,59.3703,55.3661,10.7983,9.1696,0.217223,0.889618,0.880316,12730499.1,0.064321,0.082356,26175000,0.49,26972000,0.48,26200000,0.49,0.503396363636364,0.814603636363636,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"12481",-0.142756,5002857.1,0.012364,250859000,1.5045,-36199000,41201857.1,882857.1,-56862000,2533000,21181000,23714000,30475000,243312000,308196000,308196000,8022000,8022000,-56862000,315743000,500329630.3,443467630.3,1.2365,121.4392,0.021778,0.008235,1.7678,1.0959,18.7007,175.076,88.6429,7.7379,10.7633,-0.598809,-0.93462,-0.796719,-0.830683,-0.836735,-0.034616,-0.151397,-0.126103,-0.00422,-0.060236,-0.396617,-0.109531,-0.179283,-0.2,0.06157,-0.147387,-0.015513,0.113628,0.058605,0.00626,0.00626,0.010182,0.886372,0.09816,0.009208,0.107368,1.975072,0.823529,-0.975072,0.6251,6.8951,1.4376,2.0943,10.5428,52.9359,253.8875,34.6209,272.2026,-0.1694,1.9989,1.6462,0.0261,0.0261,0.018601,-0.016089,0.03469,-0.005878,0.012723,0.15319,0.003913,0.006365,0,0.012723,2.668447,2.73301,1.880591,0,0.025407,0.025407,0,0,0.974593,0.3383,-2.3978,0.3383,1.6035,-11.3659,1.6035,2.4777,4.3225,8.5373,-47.6826,-43.4678,97.8003,45.7952,70.3103,6.2823,1.9854,0.601299,0.761647,0.761647,1773100,0.004382,0.005155,12382207,0.32,12382207,0.32,11200000,0.32,0.592595694667122,0.615037270435198,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"12512",-0.01373,10398947707.3,0.212584,2.7234e+10,1.8553,1.735e+09,8663947707.3,-232052292.7,-3.6179e+10,1.2376e+10,2.242e+09,1.4618e+10,1.122e+09,-6.889e+09,6.4079e+10,5.9924e+10,3.4789e+10,3.0634e+10,-3.6179e+10,9.8202e+10,144089659511.3,107917659511.3,2.9456,13.5537,0,0.07378,3.9626,2.2061,7.3825,8.7199,10.3777,7.9738,12.4559,0.036811,0.053366,0.129562,0.10936,0.111702,0.055118,-0.067106,0.068042,-0.006701,-0.008344,-0.017076,-0.011778,-0.010057,-0.009479,-0.002653,-0.003673,0.028785,0.633972,0.298833,0.254676,0.253,0.217327,0.366028,0.03741,0.128401,0.379296,0.83472,1.029089,0.16528,0.411,10.2799,13.4725,14.2928,16.9314,35.5061,27.0922,21.5575,41.0407,-0.5727,1.9292,1.9853,0.4831,0.5486,0.3944,0.006568,0.387832,-0.222096,0.172304,0.328597,0.103974,0.089314,0.000122,0.172283,0.466372,0.81648,12.062389,0.042311,0.311949,0.35426,0,7.1e-05,0.645669,2.3799,-2.475,2.0956,3.3454,-3.4791,2.9459,2.8735,17.3091,14.544,15.7399,12.9748,18.9287,17.3594,12.1174,3.581,3.4593,-0.14083,1.309954,1.225014,10847192603.6,0.221747,0.260359,5.027e+09,2.11,5.066e+09,2.09,5047800000,2.11,0.243918366694523,0.451082651568234,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
