"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"440",0.107003,13070214.4,0.063939,45371000,4.1456,-7876000,20946214.4,-5824785.6,-31950000,21237000,2314000,23551000,1572000,24170000,56120000,56120000,0,0,-31950000,77321000,163293000,131343000,0.7988,8.6421,0,0.115712,2.8949,0.6425,5.577,6.1846,10.049,13.2282,6.2705,0.935646,1.1081,0.711961,1.293083,1.28934,0.023714,11.900724,-0.147914,0.111457,0.43002,0.458986,0.583267,0.678511,0.664207,-0.372615,1.144103,-0.216796,0.321025,0.115211,0.095697,0.103891,0.092434,0.678975,0.158191,0,0.225329,0.890308,0.999341,0.331857,1.668,6.3159,5.9619,21.6773,7.6267,57.7907,61.2217,47.8584,71.154,-0.2775,1.7957,1.7945,0,0,0.265068,0.307555,-0.042488,0.01179,0.276858,0.424795,0.173285,0.154176,0,0.276858,0,0.00561,6.316158,0,0,0,0,0,1,0,0,0,0,0,0,5.237,786.5556,484.082,728.3333,425.8598,367.7407,309.5185,775.7857,2.2683,1.4897,0.118239,0.274537,0.274537,13379564.6,0.065452,0.103822,4139000,4.57,4187000,4.51,4100000,4.57,0.370261538461538,0.473510256410256,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"441",0.095289,106678642.2,0.045122,684744000,3.5178,25344000,81334642.2,4144642.2,-110690000,153753000,34076000,187829000,5385000,387204000,739338000,703144000,241444000,205250000,-110690000,1036878000,1851262022.4,1773856022.4,0.783,18.2283,0.930897,0.05486,2.5905,0.7503,9.444,11.537,16.628,19.5779,21.8094,-0.390326,-0.441686,-0.383341,-0.408306,-0.415033,-0.294974,-0.070426,0.038435,0.021441,0.038653,0.047071,0.039873,0.030441,0.017045,0.444434,2.070124,-0.133698,0.135566,0.079446,0.065136,0.065033,0.043369,0.864434,0.055722,0,0.07043,0.692736,0.962667,0.307264,1.8357,8.6457,8.0414,9.6427,22.504,42.2174,45.3903,16.2194,71.3883,-0.1222,1.6821,1.6193,0.258,0.3035,0.158731,-0.044291,0.203022,-0.024813,0.133917,0.121021,0.11938,0.079611,0.042935,0.128168,0.164033,0.164033,16.825441,0.034907,0.19795,0.232857,0,0.0321,0.735043,1.2854,-0.5893,1.0927,2.2633,-1.0376,1.924,5.9294,26.7862,18.5851,25.8481,17.647,15.7848,14.8467,14.1698,3.9535,2.6345,0.163776,0.312719,0.29741,102342804.7,0.043288,0.062605,56042000,1.81,56768000,1.79,56100000,1.81,0.348881883344369,0.414967176478304,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"444",0.029956,502954209.7,0.180594,2.617e+09,1.0805,7.9e+07,423954209.7,2954209.7,-5.13e+08,6.81e+08,1.32e+08,8.13e+08,1.18e+08,9.44e+08,1.902e+09,1.757e+09,4.45e+08,3e+08,-5.13e+08,3.575e+09,16390801332.2,15877801332.2,5.8854,32.7816,0.006735,0.030505,6.0672,5.7012,19.5299,23.3154,31.5691,24.8091,37.4517,0.017522,0.030257,0.018148,0.01833,0.027094,-0.00156,-0.080338,0.031127,0.007598,-0.004896,-0.002928,0.004033,0.004016,0.004819,0.001565,-0.076219,0.040143,0.509515,0.291921,0.244524,0.244524,0.179533,0.490485,0.229443,0.023339,0.264991,0.738552,0.994126,0.261448,0.6963,7.1502,1.9542,3.4987,8.1552,51.0476,186.7753,44.7566,193.0662,-0.1444,1.3278,1.32,0.0958,0.1422,0.195133,-0.006791,0.201924,-0.029157,0.165975,0.164483,0.17025,0.125,0,0.165975,0.218,0.388,5.423729,0.040559,0.083916,0.124476,0,0,0.875524,0.5474,-0.631,0.369,0.8848,-1.02,0.5965,12.6215,170.25,125.7386,140.75,96.2386,160,130.5,105.9886,4.5857,2.7653,0.338959,0.682944,0.63088,528064992.6,0.18961,0.243088,1.19e+08,4.2,1.2e+08,4.17,1.19e+08,4.2,0.12702253948534,0.190960634245416,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"447",0.093881,208162399.7,0.088354,1063200000,2.2462,28600000,179562399.7,362399.7,-318100000,292400000,59800000,352200000,86100000,185600000,727500000,713800000,223800000,210100000,-318100000,1605100000,4792447123.7,4474347123.7,2.0341,23.0628,0.011304,0.04336,4.2084,1.8991,12.704,15.3021,21.4945,16.9483,24.9181,0.166998,0.207765,0.216869,0.224514,0.224514,-0.055794,0.612393,0.027644,0.029675,0.045414,0.063273,0.052756,0.054822,0.054822,0.033673,0.883568,-0.038698,0.364728,0.149491,0.121902,0.124109,0.0882,0.635272,0.242827,0,0.242827,0.724799,0.980506,0.275201,0.9603,5.0444,7.4518,5.7534,3.8333,72.3571,48.9813,95.219,26.1193,-0.2259,1.8106,1.7753,0.1521,0.162,0.198458,-0.001184,0.199642,-0.0451,0.153358,0.171191,0.119182,0.084699,0,0.153358,0.26179,0.761309,3.066202,0.008535,0.130895,0.139431,0,0,0.860569,0.6354,-0.9032,0.5965,1.0751,-1.5281,1.0093,4.8285,51.2982,36.5197,36.193,21.4145,46.3158,31.2105,31.5022,2.1794,1.6809,0.078778,0.308786,0.302971,208162399.7,0.088354,0.121689,180587008,1.15,180587008,1.14,180587008,1.15,0.133701662091452,0.286775649356807,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"449",0.072757,447359298.8,0.13078,3.089e+09,1.1613,286600000,160759298.8,37059298.8,794500000,652400000,7.8e+07,730400000,74900000,1060300000,1.185e+09,1126300000,919200000,860500000,794500000,3213700000,6596123061.5,7408123061.5,1.9283,16.4821,0.015746,0.060672,2.3982,2.1657,10.1426,11.3552,16.5597,17.505,46.0821,0.133282,0.150009,0.148113,0.173963,0.177083,0.134584,0.021684,0.102269,0.018338,0.036322,0.040344,0.042887,0.049629,0.051163,0.00882,1.607095,0.007896,0.49446,0.213524,0.19116,0.190721,0.119946,0.50554,0.3033,0,0.3033,0.684975,0.918148,0.31586,0.8174,5.4925,3.7394,8.6765,10.4997,66.4548,97.6084,34.7629,129.3003,0.3699,1.9461,1.7868,0.375,0.4006,0.151869,0.046592,0.105277,0.038942,0.190811,0.054574,0.155899,0.098046,0.007999,0.189284,0.24933,0.450646,5.6502,0.018266,0.26776,0.286025,0,0.005445,0.708529,1.2585,1.0878,1.1781,2.0547,1.776,1.9235,4.4643,12.2172,8.3775,10.8146,6.9749,7.9251,6.5225,3.0105,2.5347,1.6114,0.309966,0.34642,0.32926,447359298.8,0.13078,0.17511,58110855,6.89,59013052,6.78,58300000,6.89,0.166920734926423,0.306169731931714,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"451",0.031951,251845932.1,0.050199,2595844000,1.9807,125904000,125941932.1,25010932.1,1091997000,378098000,198718000,576816000,169318000,352708000,513876000,461596000,1253165000,1200885000,1091997000,2757012000,3934889179.1,5042538179.1,0.7843,17.4175,0.041427,0.057414,1.9425,1.0051,8.742,13.3366,20.0223,12.0659,40.0386,0.054304,0.082027,0.059696,0.074503,0.078818,-0.223245,-0.535116,0.050975,0.017937,0.027471,0.03711,0.007965,0.009978,0.018605,0.087924,-0.060345,0.029333,0.180962,0.114972,0.075363,0.075363,0.045213,0.819038,0.101056,0,0.105599,0.696439,0.861435,0.333914,1.2284,7.4582,9.9029,4.6228,8.1035,48.9395,36.8579,45.0421,40.7553,0.5782,2.5448,2.1922,0.7985,0.8333,0.09943,0.026953,0.072477,0.041905,0.141335,0.049723,0.092575,0.055539,0.009421,0.140003,0.567783,0.954848,2.468225,0.018963,0.435575,0.454537,0,0.005677,0.539785,2.1726,1.8931,2.0819,4.9759,4.336,4.7683,3.0686,6.8571,4.5674,3.7864,1.4967,7.5792,4.5085,2.284,1.506,0.9356,0.070303,0.102427,0.092006,267027373.1,0.053225,0.064921,102215000,2.21,103172000,2.19,102200000,2.21,0.00744642267326376,0.378204856366992,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"455",0.051189,1391850220.3,0.074811,6.479e+09,2.7598,-5.25e+08,1916850220.3,255850220.3,-2.96e+08,1.916e+09,9.38e+08,2.854e+09,1.748e+09,-4.726e+09,-1.738e+09,-1.996e+09,2.692e+09,2.434e+09,-2.96e+08,9.467e+09,27721482150.3,27425482150.3,1.49,24.4027,0.006443,0.040979,4.233,1.4741,9.6095,14.3139,19.7043,9.4505,14.3076,0.310978,0.462595,0.746291,0.506631,0.561905,0.171579,0.978108,-0.074957,0.010922,-0.0014,-0.015922,0.116738,-0.018998,-0.012048,-0.028457,0.52209,-0.018482,0.295297,0.1534,0.119592,0.102983,0.061059,0.704703,0.118517,0,0.175705,0.625551,0.947808,0.374449,0.9524,47.4617,32.4129,1.3442,10.7029,7.6904,11.261,34.103,-15.1517,-0.0445,2.7686,2.6241,0.3593,0.3973,0.20646,-0.81481,1.02127,-0.045451,0.161009,0.284336,0.098085,0.058155,0,0.161009,0.122359,0.963028,1.660183,0.027253,0.257104,0.284356,0,0,0.715644,0.9432,-0.1037,0.8528,1.9341,-0.2127,1.7488,2.9535,17.9065,13.0079,1.5701,-3.3285,27.1215,10.785,17.9145,0.663,0.5661,-0.254018,-0.093416,-0.107283,1470669603.5,0.079047,0.097608,6.87e+08,1.65,6.87e+08,1.64,6.87e+08,1.65,0.208152174960311,0.242932886435903,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"458",-0.003367,55218705.9,0.056323,417241000,2.5055,51887000,3331705.9,12189705.9,43088000,83369000,17994000,101363000,13904000,258209000,271937000,215204000,56816000,83000,43088000,430969000,821038980.2,864126980.2,0.8375,19.0811,0.017832,0.052408,2.0711,0.8814,8.5251,10.3651,15.6492,18.3908,259.3647,-0.037864,-0.040235,0.018235,-0.163673,-0.162896,-0.18448,-0.861392,0.142018,-0.000667,0.023352,0.028371,0.054193,0.052903,0.057143,-0.170544,-0.5132,0.005352,0.295423,0.10339,0.087045,0.085036,0.04389,0.704577,0.197396,0,0.208378,0.526329,0.980616,0.352941,1.5211,7.7894,2.5233,15.2879,9.7193,46.8586,144.6495,37.5543,153.9538,0.0816,1.7815,1.747,2e-04,0.1519,0.141117,0.41314,-0.272023,-0.022184,0.118933,0.008515,0.129347,0.06676,0,0.118933,0.276674,0.509075,3.379387,0.131641,0.000193,0.131833,0,0,0.868167,0.5605,0.4251,8e-04,1.0289,0.7803,0.0015,4.4315,51.5897,34.17,42.9858,25.566,29.0761,20.4722,2.0617,1.858,0.5592,0.263373,0.277376,0.219508,62884411.8,0.064142,0.083388,22899516,1.88,23239925,1.85,22900000,1.88,0.346702436134538,0.455517153250986,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"476",-0.233136,1577836.3,0.022601,42376000,1.5784,-3706000,5283836.3,627836.3,8474000,3942000,1867000,5809000,1620000,11948000,15919000,15053000,12445000,11579000,8474000,46347000,13010890,21484890,0.1864,12.7308,0,0.07855,0.507,0.3077,3.6986,5.4503,13.6167,72.8301,4.0662,0.376867,2.805019,-0.254898,-0.091778,-0.090909,-0.790632,4.250812,-0.080422,-0.010685,0.363295,0.782904,0.612139,3.75,4,-0.477876,10.725852,-0.117994,0.205119,0.083208,0.056465,0.056465,0.013608,0.794881,0.151404,0,0.148654,0.312192,0.771943,0.599737,1.0878,5.2721,13.922,2.655,9.8654,69.2325,26.2175,36.9979,58.4522,0.3253,1.9232,1.4846,0.3415,0.3671,0.035674,0.05783,-0.022156,-0.007208,0.028467,0.119465,0.06142,0.014802,0,0.028467,0,0,0.182099,0.018685,0.249833,0.268518,0,0,0.731482,2.1424,1.4588,1.9933,7.8874,5.3706,7.3385,2.3625,4.5944,1.839,2.7063,-0.0491,0.3438,-1.5443,6.1583,2.194,1.4086,0.171143,0.228023,0.215619,2059400,0.029499,0.043588,9443000,0.1,9497000,0.1,9800000,0.1,2.34671532846715,2.60569343065693,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"481",0.093047,52514958,0.063888,215474000,3.8254,1202000,51312958,1863958,-65177000,70958000,20063000,91021000,19292000,111711000,205025000,201459000,28137000,24571000,-65177000,308788000,1271359940.4,1206182940.4,1.5467,25.1004,0.014151,0.03984,5.5978,1.4674,13.2517,16.9985,22.9684,20.3191,23.5064,0.116891,0.158517,0.252518,0.259004,0.261682,-0.007557,0.254427,0.00561,0.026393,0.046279,0.061562,0.179036,0.166778,0.163793,-0.007839,0.261455,-0.026573,0.428752,0.110733,0.087711,0.086325,0.06162,0.571248,0.305235,0.035806,0.341041,0.728393,0.979988,0.271607,1.7429,5.6191,6.3704,9.6693,8.1871,64.9565,57.2958,44.5822,77.6701,-0.2107,1.7323,1.6976,0.0876,0.1003,0.2444,-0.032487,0.276887,-0.058353,0.186047,0.238806,0.150456,0.107398,0,0.186047,0.286016,0.564332,3.077027,0.011548,0.079572,0.091121,0,0,0.908879,0.3091,-0.7161,0.2699,0.5358,-1.2411,0.4679,7.186,41.2067,30.4965,30.0035,19.2932,34.4727,23.2695,29.7985,2.3834,1.6847,0.135904,0.249427,0.245089,52514958,0.063888,0.084598,18217384,2.78,18740858,2.7,18200000,2.78,0.193337250363516,0.21993760798938,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"483",0.153993,82164171.9,0.049862,781043000,1.8798,-191116000,273280171.9,892171.9,-1297937000,96051000,199108000,295159000,168982000,125147000,953190000,952295000,895000,0,-1297937000,2079875000,4211155816.4,2913218816.4,2.5556,51.8156,0.009513,0.019299,3.7299,1.7679,9.87,30.3299,35.4561,5.9204,10.6602,-0.21202,-0.57099,-0.472449,-0.507284,-0.471429,0.831201,1.118099,-0.196589,0.023564,-0.292229,-0.634444,-0.558656,-0.608188,-0.610526,0.361616,0.781976,-0.225613,0.533314,0.17912,0.058515,0.05829,0.049321,0.466686,0.194021,0.176984,0.474799,0.852122,0.992972,0.147878,0.6377,10.6767,6.3276,5.4539,13.9016,34.1865,57.684,26.256,65.6146,-0.5686,1.2717,1.2628,0,4e-04,0.09373,-0.000772,0.094503,-0.053735,0.039995,0.31175,0.037169,0.03145,0,0.039995,0.460491,0.460491,2.91192,0.00043,0,0.00043,0,0,0.99957,0.003,-4.3974,0,0.0109,-15.7969,0,7.0589,13.8522,11.8495,-10.5179,-12.5206,70.9637,46.5936,39.4116,4.2663,3.3582,0.075947,0.578454,0.577911,167599640.6,0.10171,0.05788,202908000,0.4,222550000,0.37,203200000,0.4,0.383489508682334,0.493682297844262,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"484",-0.225861,361809045.2,0.065975,3349700000,1.5461,-394500000,756309045.2,42309045.2,1310600000,395300000,165500000,560800000,38200000,1387400000,1865600000,1713100000,1788800000,1636300000,1310600000,3827900000,3030738557.6,4374538557.6,0.5527,9.5007,0.00942,0.105255,1.3059,0.7977,7.8005,11.0664,12.0907,10.6514,5.7841,-0.027571,-0.068567,0.233346,0.446356,0.445596,1.17878,4.094513,-0.105363,-0.251974,-0.126071,-0.191285,0.036594,-0.01328,-0.003571,1.892254,1.470497,-0.108174,0.19174,0.102261,0.072939,0.072082,0.05826,0.80826,0.1188,0,0.1188,1.146805,0.704781,0.095477,0.8799,4.8462,2.8838,7.4123,6.2202,75.3162,126.5704,58.68,143.2066,0.6468,2.8935,2.0393,0.8025,0.8772,0.102006,0.030372,0.071634,0.04633,0.148336,0.213228,0.063427,0.051265,0.025953,0.144486,0.314241,0.850078,10.751309,0.039839,0.427467,0.467306,0,0.008673,0.524021,3.1897,2.337,2.9178,4.944,3.6224,4.5226,2.4283,3.2217,2.9487,2.9104,2.6374,3.3472,3.0359,6.1639,2.0426,0.9522,0.252991,0.34019,0.312381,361809045.2,0.065975,0.050802,109700000,2.91,114200000,2.79,109600000,2.91,0.181307667935003,0.661851928787069,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"486",0.068824,2874157718.1,0.220326,1.1256e+10,1.1257,-6.64e+08,3538157718.1,53157718.1,8.66e+08,3.968e+09,1.23e+09,5.198e+09,2.43e+08,2.223e+09,5.764e+09,4.763e+09,4.631e+09,3.63e+09,8.66e+08,1.5021e+10,50740087033.8,51606087033.8,3.8896,18.265,0.026393,0.05475,4.5848,3.956,9.9281,13.0056,17.9552,12.7297,14.5856,0.253739,0.392769,0.292783,0.30481,0.34555,0.197991,0.277206,-0.055705,0.018743,0.08224,0.113043,0.125367,0.125249,0.132159,0.061534,0.088003,-0.038852,0.569337,0.398467,0.302568,0.304178,0.216251,0.430663,0.14128,0.104101,0.266769,0.728188,0.97631,0.271812,0.7185,10.6533,3.1966,4.1818,13.0803,34.2616,114.1843,27.9045,120.5414,0.0934,1.713,1.6724,0.3494,0.4457,0.248029,0.053722,0.194307,0.018141,0.26617,0.305329,0.218562,0.155384,0,0.26617,0.468983,1.472527,16.683128,0.06664,0.241662,0.308302,0,0,0.691698,0.8909,0.1666,0.6983,1.6113,0.3013,1.263,8.5838,42.2128,30.5761,39.6277,27.991,43.1277,40.5426,37.64,2.7919,1.801,0.17041,0.441855,0.365121,3077322147.7,0.235901,0.296972,1.065e+09,2.61,1.08e+09,2.57,1064400000,2.61,0.0786932595993856,0.202233373754489,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"492",0.013441,152520196.1,0.049581,1825100000,1.666,-42800000,195320196.1,-20779803.9,2.36e+08,228300000,1.37e+08,365300000,108300000,6.62e+08,956100000,948100000,530100000,522100000,2.36e+08,2119200000,3419875436.8,3668775436.8,1.1117,20.0227,0.536278,0.049943,2.0102,1.1926,10.0432,16.07,24.0544,11.9504,18.7834,-0.197143,-0.269674,-0.175827,-0.341065,-0.317518,-0.286047,-0.557356,-0.022913,0.124013,0.017832,0.040565,0.320892,-0.031844,-0.020942,-0.182423,-0.684595,-0.050317,0.291919,0.11875,0.067746,0.074215,0.056336,0.708081,0.176354,0,0.224173,0.84951,0.893561,0.268137,0.8226,6.6896,3.7295,3.7599,15.3502,54.5625,97.869,23.7781,128.6534,-0.1285,1.7649,1.5771,0.3286,0.3336,0.0826,0.076298,0.006301,-0.00081,0.08179,0.105779,0.061048,0.046341,0.005876,0.081309,-0.521062,-0.521062,2.834718,0.003775,0.246367,0.250142,0,0.006087,0.743771,1.4511,0.646,1.4292,3.4756,1.5473,3.4232,3.8614,7.9547,5.3143,4.1812,1.5408,10.6969,6.9233,6.8056,2.7761,1.4135,0.215201,0.310806,0.308205,235513431.4,0.07656,0.066316,90367345,1.89,90367345,1.87,90367345,1.89,0.314894104630888,0.460892888451058,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"495",0.094081,11170550,0.128247,41967000,2.1283,2084000,9086550,-1166450,-19536000,11571000,2107000,13678000,550000,31388000,47124000,47124000,0,0,-15736000,61503000,99928890,84192890,1.1473,8.0999,0,0.123458,2.0062,0.9666,6.1554,7.2762,7.537,6.9039,9.2657,0.529464,0.552738,1.746563,2.098192,1.952381,4.4246,2.17323,0.052253,0.007064,0.380779,0.468774,1.213526,1.485795,1.48,0.22489,0.227498,0.181104,0.377362,0.157034,0.119951,0.132844,0.141639,0.622638,0.176655,0,0.257411,1.069157,0.997234,-0.069157,1.0569,5.6246,2.2422,14.5001,9.2992,64.8939,162.7872,39.2506,188.4305,-0.2463,1.5178,1.5136,0,0,0.272952,0.087228,0.185724,-0.045741,0.227211,0.222029,0.140402,0.149696,0,0.227211,0,0,22.172727,0,0,0,0,0,1,0,0,0,0,0,0,3.7174,361.5938,349.0797,344.4063,331.8922,381.0938,363.9063,283.9547,4.0495,2.0072,0.360359,0.541021,0.541021,7313600,0.083966,0.132477,9816000,1.26,9963000,1.24,9800000,1.26,0.611445663010967,0.615463609172483,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"497",-0.007363,9994208.7,0.036772,141714000,1.9304,1841000,8153208.7,192208.7,-8426000,15900000,10630000,26530000,8603000,96552000,121725000,118150000,16747000,13172000,-8426000,166887000,218225721.8,210347721.8,0.8029,22.6399,0.104264,0.04417,1.4843,0.7739,7.9287,13.2294,21.047,13.5046,25.7994,0.426574,1.011131,5.341455,5.552139,7.5,-0.513265,-0.499066,0.013162,0.036137,0.191931,0.365979,0.468508,0.492387,0.491228,-0.050591,1.708089,-0.048586,0.303676,0.097614,0.057203,0.058502,0.036065,0.696324,0.246963,0,0.246473,0.642838,0.958994,0.357162,1.0264,7.1869,1.9574,4.5738,9.2057,50.787,186.4692,39.6493,197.6069,-0.0489,1.7886,1.7153,0.0877,0.1115,0.070985,-0.026539,0.097524,-0.004771,0.066214,0.057909,0.060049,0.037019,0.004104,0.065942,0.436442,0.436442,1.810531,0.021422,0.078928,0.100349,0,0.003284,0.896367,0.6312,-0.3176,0.4965,1.6757,-0.8431,1.318,4.1155,20.5692,12.9291,9.4398,1.7998,20.1501,9.0207,10.5475,3.1254,1.1855,0.35525,0.447871,0.434717,9908711.2,0.036458,0.056103,11280000,0.85,11284000,0.85,11400000,0.85,0.632939601674692,0.706546897447889,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"502",0.000461,21564421.2,0.030868,275706000,2.5535,4233000,17331421.2,-7122578.8,-12387000,34849000,18257000,53106000,20550000,150188000,168085000,154732000,111258000,97905000,-12387000,399351000,546127200,535485200,0.7817,18.2012,0,0.054941,1.9422,0.7665,10.0833,15.3659,24.8319,12.8438,30.8968,0.153325,0.348959,0.393976,0.09388,0.18797,-0.16616,-0.521135,0.015593,0.005476,0.091167,0.135553,0.203994,0.112935,0.128571,-0.115739,-0.296207,-0.003012,0.124929,0.076018,0.050064,0.049884,0.041064,0.875071,0.070452,0,0.074864,0.616567,1.335103,0.383433,1.5309,9.0813,5.3988,5.8001,15.7572,40.1926,67.608,23.164,84.6366,-0.0464,1.5905,2.1235,0.3398,0.3862,0.07882,0.534588,-0.455767,0.021165,0.099985,0.063348,0.076368,0.062864,0.005542,0.099431,0,0.767735,2.028808,0.033437,0.24516,0.278597,0,0.00437,0.717033,2.095,-0.2333,1.8436,5.1593,-0.5744,4.5401,4.7543,8.2934,5.1319,3.4029,0.2414,9.9219,5.0314,4.1246,3.3079,1.4053,0.214985,0.240603,0.221489,21564421.2,0.030868,0.0666,18180000,1.63,18180000,1.58,18180000,1.63,0.518002018163471,0.529791456441305,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"503",0.092201,5434560709.6,0.226553,2.9626e+10,0.8318,1.577e+09,3857560709.6,254560709.6,8.437e+09,8.904e+09,1.904e+09,1.0808e+10,4.208e+09,-4.88e+08,1.098e+09,6.37e+08,1.1413e+10,1.0952e+10,8.437e+09,3.2602e+10,96471573088.2,104908573088.2,4.0217,18.6239,0.02153,0.053695,3.5411,4.3734,9.7066,11.7822,19.304,14.2056,27.1956,0.155812,0.175601,0.172305,0.180492,0.220807,0.082368,0.228996,0.056223,0.022289,0.044958,0.05124,0.047745,0.052204,0.043557,0.011644,0.294088,-0.005405,0.694389,0.450559,0.364891,0.371186,0.215941,0.305611,0.250125,0,0.329498,0.62088,0.936995,0.37912,0.4699,15.8598,10.7414,0.5329,2.2949,23.0141,33.9807,159.0496,-102.0548,0.3598,2.4073,2.2556,0.5169,0.5386,0.188455,0.033361,0.155094,0.055804,0.244259,0.133769,0.174412,0.101466,0,0.244259,0.315058,0.937645,1.75499,0.01414,0.33593,0.350071,0,0,0.649929,1.056,0.7806,1.0133,2.1001,1.5525,2.0153,3.6215,15.8717,9.6873,8.3708,2.1864,13.164,5.6631,6.8762,1.1692,0.8494,-0.020344,0.045773,0.026555,5434560709.6,0.226553,0.347799,897100000,5.77,901100000,5.75,897700000,5.77,0.218484502379003,0.218484502379003,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"518",-0.100855,22965938.3,0.054156,254162000,1.5986,-22225000,45190938.3,3600938.3,48673000,36930000,18770000,55700000,3414000,59445000,59708000,34871000,48400000,23563000,48137000,253889000,340871785.7,389008785.7,0.8038,17.6025,0.007406,0.05681,1.5306,0.9173,6.984,10.5337,16.9385,7.8248,8.6081,-0.131303,-0.162642,-0.168345,-0.152591,-0.152591,-0.121612,-0.127533,-0.080413,-0.060688,-0.079004,-0.104575,-0.091683,-0.060316,-0.060316,-0.12279,-0.115171,-0.018376,0.120541,0.131346,0.087084,0.087084,0.045665,0.879459,0.009763,0,0.033457,0.587762,0.892147,0.378122,1.1526,6.1559,8.4114,7.6652,12.1918,59.2931,43.3935,29.9382,72.7484,0.3524,1.8758,1.6735,0.1147,0.2355,0.086574,0.052091,0.034484,0.012153,0.098727,0.170355,0.100372,0.052632,0,0.098727,0.105035,0.105035,14.562097,0.097826,0.092808,0.190634,0,0,0.809366,0.8689,0.8642,0.423,2.1075,2.096,1.026,3.7475,9.2719,5.766,8.4148,4.9088,12.4818,11.6247,11.346,1.3985,0.6818,0.140177,0.140797,0.082229,22965938.3,0.054156,0.077692,10707824,1.81,10742400,1.81,10700000,1.81,0.120315664539128,0.59967541724278,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
